urls,problem_texts,constraints,input_texts,output_texts,tag
https://atcoder.jp/contests/abc136/tasks/abc136_a,"
Problem StatementWe have two bottles for holding water.
Bottle 1 can hold up to A milliliters of water, and now it contains B milliliters of water.
Bottle 2 contains C milliliters of water.
We will transfer water from Bottle 2 to Bottle 1 as much as possible.
How much amount of water will remain in Bottle 2?
","
Constraints
All values in input are integers.
1 \leq B \leq A \leq 20
1 \leq C \leq 20

","
InputInput is given from Standard Input in the following format:
A B C

","
OutputPrint the integer representing the amount of water, in milliliters, that will remain in Bottle 2.
",Easy
https://atcoder.jp/contests/abc118/tasks/abc118_a,"
Problem StatementYou are given positive integers A and B.
If A is a divisor of B, print A + B; otherwise, print B - A.
","
Constraints
All values in input are integers.
1 \leq A \leq B \leq 20

","
InputInput is given from Standard Input in the following format:
A B

","
OutputIf A is a divisor of B, print A + B; otherwise, print B - A.
",Easy
https://atcoder.jp/contests/abc086/tasks/abc086_a,"
Problem StatementAtCoDeer the deer found two positive integers, a and b.
Determine whether the product of a and b is even or odd.
","
Constraints
1 ≤ a,b ≤ 10000
a and b are integers.

","
InputInput is given from Standard Input in the following format:
a b

","
OutputIf the product is odd, print Odd; if it is even, print Even.
",Easy
https://atcoder.jp/contests/abc177/tasks/abc177_a,"
Problem StatementTakahashi is meeting up with Aoki.
They have planned to meet at a place that is D meters away from Takahashi's house in T minutes from now.
Takahashi will leave his house now and go straight to the place at a speed of S meters per minute.
Will he arrive in time?
","
Constraints
1 \leq D \leq 10000
1 \leq T \leq 10000
1 \leq S \leq 10000
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
D T S

","
OutputIf Takahashi will reach the place in time, print Yes; otherwise, print No.
",Easy
https://atcoder.jp/contests/abc176/tasks/abc176_a,"
Problem StatementTakahashi loves takoyaki - a ball-shaped snack.
With a takoyaki machine, he can make at most X pieces of takoyaki at a time, taking T minutes regardless of the number of pieces to make.
How long does it take to make N takoyaki?
","
Constraints
1 \leq N,X,T \leq 1000
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N X T

","
OutputPrint an integer representing the minimum number of minutes needed to make N pieces of takoyaki.
",Easy
https://atcoder.jp/contests/abc138/tasks/abc138_a,"
Problem StatementYou will be given an integer a and a string s consisting of lowercase English letters as input.
Write a program that prints s if a is not less than 3200 and prints red if a is less than 3200.
","
Constraints
2800 \leq a < 5000
s is a string of length between 1 and 10 (inclusive).
Each character of s is a lowercase English letter.

","
InputInput is given from Standard Input in the following format:
a
s

","
OutputIf a is not less than 3200, print s; if a is less than 3200, print red.
",Easy
https://atcoder.jp/contests/abc068/tasks/abc068_a,"
Problem StatementThis contest, AtCoder Beginner Contest, is abbreviated as ABC.
When we refer to a specific round of ABC, a three-digit number is appended after ABC. For example, ABC680 is the 680th round of ABC.
What is the abbreviation for the N-th round of ABC? Write a program to output the answer.
","
Constraints
100 ≤ N ≤ 999

","
InputInput is given from Standard Input in the following format:
N

","
OutputPrint the abbreviation for the N-th round of ABC.
",Easy
https://atcoder.jp/contests/abc007/tasks/abc007_1,,,,,Easy
https://atcoder.jp/contests/abc125/tasks/abc125_a,"
Problem StatementA biscuit making machine produces B biscuits at the following moments: A seconds, 2A seconds, 3A seconds and each subsequent multiple of A seconds after activation.
Find the total number of biscuits produced within T + 0.5 seconds after activation.
","
Constraints
All values in input are integers.
1 \leq A, B, T \leq 20

","
InputInput is given from Standard Input in the following format:
A B T

","
OutputPrint the total number of biscuits produced within T + 0.5 seconds after activation.
",Easy
https://atcoder.jp/contests/abc115/tasks/abc115_a,"
Problem StatementIn some other world, today is December D-th.
Write a program that prints Christmas if D = 25, Christmas Eve if D = 24, Christmas Eve Eve if D = 23 and Christmas Eve Eve Eve if D = 22.
","
Constraints
22 \leq D \leq 25
D is an integer.

","
InputInput is given from Standard Input in the following format:
D

","
OutputPrint the specified string (case-sensitive).
",Easy
https://atcoder.jp/contests/abc121/tasks/abc121_a,"
Problem StatementThere are H rows and W columns of white square cells.
You will choose h of the rows and w of the columns, and paint all of the cells contained in those rows or columns.
How many white cells will remain?
It can be proved that this count does not depend on what rows and columns are chosen.
","
Constraints
All values in input are integers.
1 \leq H, W \leq 20
1 \leq h \leq H
1 \leq w \leq W

","
InputInput is given from Standard Input in the following format:
H W
h w

","
OutputPrint the number of white cells that will remain.
",Easy
https://atcoder.jp/contests/abc092/tasks/abc092_a,"
Problem StatementYou planned a trip using trains and buses.
The train fare will be A yen (the currency of Japan) if you buy ordinary tickets along the way, and B yen if you buy an unlimited ticket.
Similarly, the bus fare will be C yen if you buy ordinary tickets along the way, and D yen if you buy an unlimited ticket.
Find the minimum total fare when the optimal choices are made for trains and buses.
","
Constraints
1 \leq A \leq 1 000
1 \leq B \leq 1 000
1 \leq C \leq 1 000
1 \leq D \leq 1 000
All input values are integers.

","
InputInput is given from Standard Input in the following format:
A
B
C
D

","
OutputPrint the minimum total fare.
",Easy
https://atcoder.jp/contests/abc137/tasks/abc137_a,"
Problem StatementWe have two integers: A and B.
Print the largest number among A + B, A - B, and A \times B.
","
Constraints
All values in input are integers.
-100 \leq A,\ B \leq 100

","
InputInput is given from Standard Input in the following format:
A B

","
OutputPrint the largest number among A + B, A - B, and A \times B.
",Easy
https://atcoder.jp/contests/abc080/tasks/abc080_a,"
Problem StatementYou are parking at a parking lot. You can choose from the following two fee plans:

Plan 1: The fee will be A×T yen (the currency of Japan) when you park for T hours.
Plan 2: The fee will be B yen, regardless of the duration.

Find the minimum fee when you park for N hours.
","
Constraints
1≤N≤20
1≤A≤100
1≤B≤2000
All input values are integers.

","
InputInput is given from Standard Input in the following format:
N A B

","
OutputWhen the minimum fee is x yen, print the value of x.
",Easy
https://atcoder.jp/contests/abc087/tasks/abc087_a,"
Problem StatementYou went shopping to buy cakes and donuts with X yen (the currency of Japan).
First, you bought one cake for A yen at a cake shop.
Then, you bought as many donuts as possible for B yen each, at a donut shop.
How much do you have left after shopping?
","
Constraints
1 \leq A, B \leq 1 000
A + B \leq X \leq 10 000
X, A and B are integers.

","
InputInput is given from Standard Input in the following format:
X
A
B

","
OutputPrint the amount you have left after shopping.
",Easy
https://atcoder.jp/contests/abc160/tasks/abc160_b,"
Problem StatementTakahashi loves gold coins. He gains 1000 happiness points for each 500-yen coin he has and gains 5 happiness points for each 5-yen coin he has. (Yen is the currency of Japan.)
Takahashi has X yen. If he exchanges his money so that he will gain the most happiness points, how many happiness points will he earn?
(We assume that there are six kinds of coins available: 500-yen, 100-yen, 50-yen, 10-yen, 5-yen, and 1-yen coins.)
","
Constraints
0 \leq X \leq 10^9
X is an integer.

","
InputInput is given from Standard Input in the following format:
X

","
OutputPrint the maximum number of happiness points that can be earned.
",Easy
https://atcoder.jp/contests/keyence2020/tasks/keyence2020_a,"
Problem StatementWe have a grid with H rows and W columns, where all the squares are initially white.
You will perform some number of painting operations on the grid.
In one operation, you can do one of the following two actions:

Choose one row, then paint all the squares in that row black.
Choose one column, then paint all the squares in that column black.

At least how many operations do you need in order to have N or more black squares in the grid?
It is guaranteed that, under the conditions in Constraints, having N or more black squares is always possible by performing some number of operations.
","
Constraints
1 \leq H \leq 100
1 \leq W \leq 100
1 \leq N \leq H \times W
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
H
W
N

","
OutputPrint the minimum number of operations needed.
",Easy
https://atcoder.jp/contests/exawizards2019/tasks/exawizards2019_a,"
Problem Statement
You are given three integers A, B and C.
Determine if there exists an equilateral triangle whose sides have lengths A, B and C.
","
Constraints
All values in input are integers.
1 \leq A,B,C \leq 100

","
InputInput is given from Standard Input in the following format:
A B C

","
OutputIf there exists an equilateral triangle whose sides have lengths A, B and C, print Yes; otherwise, print No.
",Easy
